"";"date";"tag";"time";"article_name";"main";"article_id"
"977";"2015-08-07";"Pøíliv uprchlíkù do Evropy";"14:05";"Totální chaos mezi migranty na øeckıch ostrovech. Tsipras chce pomoc EU";1;"A150807_135540_zahranicni_ert"
"978";"2015-08-07";"Alexis Tsipras";"14:05";"Totální chaos mezi migranty na øeckıch ostrovech. Tsipras chce pomoc EU";0;"A150807_135540_zahranicni_ert"
"979";"2015-08-07";"Evropská unie";"14:05";"Totální chaos mezi migranty na øeckıch ostrovech. Tsipras chce pomoc EU";0;"A150807_135540_zahranicni_ert"
"980";"2015-08-07";"Svìt";"14:05";"Totální chaos mezi migranty na øeckıch ostrovech. Tsipras chce pomoc EU";0;"A150807_135540_zahranicni_ert"
"994";"2015-08-07";"Pøíliv uprchlíkù do Evropy";"13:33";"OBRAZEM: Vlakem pøes Makedonii s uprchlíky. Cestu provází pláè i nadìje";1;"A150807_114241_zahranicni_ert"
"1260";"2015-08-05";"Pøíliv uprchlíkù do Evropy";"14:36";"Nákup u Afgháncù, disko s Nigerijci. V Dungli u Calais vzkvétá byznys";1;"A150805_103634_zahranicni_ert"
"1261";"2015-08-05";"Evropa";"14:36";"Nákup u Afgháncù, disko s Nigerijci. V Dungli u Calais vzkvétá byznys";0;"A150805_103634_zahranicni_ert"
"1262";"2015-08-05";"Svìt";"14:36";"Nákup u Afgháncù, disko s Nigerijci. V Dungli u Calais vzkvétá byznys";0;"A150805_103634_zahranicni_ert"
"1266";"2015-08-05";"Pøíliv uprchlíkù do Evropy";"15:59";"U Libye se potopila pøeplnìná loï, na palubì bylo 700 uprchlíkù";1;"A150805_155037_zahranicni_ert"
"1279";"2015-08-05";"Pøíliv uprchlíkù do Evropy";"15:17";"Vyšní Lhoty se pro migranty otevøou v pátek, narostou i místa v Bìlé";1;"A150805_151513_domaci_fer"
"1280";"2015-08-05";"Bezdìz";"15:17";"Vyšní Lhoty se pro migranty otevøou v pátek, narostou i místa v Bìlé";0;"A150805_151513_domaci_fer"
"1281";"2015-08-05";"Èesko";"15:17";"Vyšní Lhoty se pro migranty otevøou v pátek, narostou i místa v Bìlé";0;"A150805_151513_domaci_fer"
"1282";"2015-08-05";"Evropa";"15:17";"Vyšní Lhoty se pro migranty otevøou v pátek, narostou i místa v Bìlé";0;"A150805_151513_domaci_fer"
"1283";"2015-08-05";"Krimi / Èerná kronika ";"15:17";"Vyšní Lhoty se pro migranty otevøou v pátek, narostou i místa v Bìlé";0;"A150805_151513_domaci_fer"
"1378";"2015-08-06";"Pøíliv uprchlíkù do Evropy";"10:51";"Cesta do Evropy jako fotoromán? Novináøi skoèili na migrantskou kachnu";1;"A150806_102116_zahranicni_ert"
"1390";"2015-08-03";"Pøíliv uprchlíkù do Evropy";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";1;"A150803_100519_zahranicni_ert"
"1391";"2015-08-03";"Auto-moto";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";0;"A150803_100519_zahranicni_ert"
"1392";"2015-08-03";"Cestování";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";0;"A150803_100519_zahranicni_ert"
"1393";"2015-08-03";"Ekonomika";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";0;"A150803_100519_zahranicni_ert"
"1394";"2015-08-03";"Evropa";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";0;"A150803_100519_zahranicni_ert"
"1395";"2015-08-03";"Svìt";"10:10";"Do Eurotunelu se nahrnuly stovky bìencù, jeden z nich zranil policistu";0;"A150803_100519_zahranicni_ert"
"1401";"2015-08-03";"Pøíliv uprchlíkù do Evropy";"19:03";"V Dungli u La Manche ijí stovky en, na kamiony naskakují i tìhotné";1;"A150803_143008_zahranicni_ert"
"1402";"2015-08-03";"Evropa";"19:03";"V Dungli u La Manche ijí stovky en, na kamiony naskakují i tìhotné";0;"A150803_143008_zahranicni_ert"
"1403";"2015-08-03";"kamion";"19:03";"V Dungli u La Manche ijí stovky en, na kamiony naskakují i tìhotné";0;"A150803_143008_zahranicni_ert"
"1404";"2015-08-03";"Krimi / Èerná kronika ";"19:03";"V Dungli u La Manche ijí stovky en, na kamiony naskakují i tìhotné";0;"A150803_143008_zahranicni_ert"
"1405";"2015-08-03";"Svìt";"19:03";"V Dungli u La Manche ijí stovky en, na kamiony naskakují i tìhotné";0;"A150803_143008_zahranicni_ert"
"1454";"2015-08-04";"Pøíliv uprchlíkù do Evropy";"10:29";"Sto strácù a další ploty. Britùm došla s uprchlíky z Calais trpìlivost";1;"A150804_095851_zahranicni_ert"
"1455";"2015-08-04";"Evropa";"10:29";"Sto strácù a další ploty. Britùm došla s uprchlíky z Calais trpìlivost";0;"A150804_095851_zahranicni_ert"
"1456";"2015-08-04";"kamion";"10:29";"Sto strácù a další ploty. Britùm došla s uprchlíky z Calais trpìlivost";0;"A150804_095851_zahranicni_ert"
"1457";"2015-08-04";"Krimi / Èerná kronika ";"10:29";"Sto strácù a další ploty. Britùm došla s uprchlíky z Calais trpìlivost";0;"A150804_095851_zahranicni_ert"
"1458";"2015-08-04";"Svìt";"10:29";"Sto strácù a další ploty. Britùm došla s uprchlíky z Calais trpìlivost";0;"A150804_095851_zahranicni_ert"
"1512";"2015-08-04";"Karviná";"12:29";"Stát si v Havíøovì pronajal byty pro uprchlíky, azylová centra jsou plná";1;"A150804_122943_ostrava-zpravy_aha"
"1513";"2015-08-04";"Moravskoslezskı kraj";"12:29";"Stát si v Havíøovì pronajal byty pro uprchlíky, azylová centra jsou plná";1;"A150804_122943_ostrava-zpravy_aha"
"1514";"2015-08-04";"Pøíliv uprchlíkù do Evropy";"12:29";"Stát si v Havíøovì pronajal byty pro uprchlíky, azylová centra jsou plná";1;"A150804_122943_ostrava-zpravy_aha"
"1518";"2015-08-04";"Pøíliv uprchlíkù do Evropy";"13:14";"Neziskovky se spojily v boji za práva uprchlíkù. Chtìjí zmírnit pravidla";1;"A150804_130720_domaci_hro"
"1759";"2015-08-04";"Pøíliv uprchlíkù do Evropy";"18:24";"Evropì kvùli migrantùm dochází dech, nezvládá plnit vlastní pravidla";1;"A150803_123751_zahranicni_mlb"
"1760";"2015-08-04";"Svìt";"18:24";"Evropì kvùli migrantùm dochází dech, nezvládá plnit vlastní pravidla";0;"A150803_123751_zahranicni_mlb"
"1819";"2015-08-01";"Pøíliv uprchlíkù do Evropy";"12:50";"Mnozí migranti radìji zemøou, ne by se vrátili domù, øíká mluvèí policie";1;"A150731_143856_domaci_pku"
"1820";"2015-08-01";"Èesko";"12:50";"Mnozí migranti radìji zemøou, ne by se vrátili domù, øíká mluvèí policie";0;"A150731_143856_domaci_pku"
"1821";"2015-08-01";"Krimi / Èerná kronika ";"12:50";"Mnozí migranti radìji zemøou, ne by se vrátili domù, øíká mluvèí policie";0;"A150731_143856_domaci_pku"
"1918";"2015-08-01";"Pøíliv uprchlíkù do Evropy";"19:07";"Do Nìmecka letos dorazilo 300 tisíc bìencù, oèekává se jich pùl milionu";1;"A150801_185820_zahranicni_aba"
"2140";"2015-08-17";"Pøíliv uprchlíkù do Evropy";"18:31";"ÈESKO: Databáze dobrovolníkù, petice a propojení neziskovek";1;"A150817_101150_zahranicni_ert"
"2141";"2015-08-17";"Petice";"18:31";"ÈESKO: Databáze dobrovolníkù, petice a propojení neziskovek";0;"A150817_101150_zahranicni_ert"
"2195";"2015-08-24";"Pøíliv uprchlíkù do Evropy";"10:04";"Nìmecké Heidenau hlásí další vıtrnosti. Shoøela i ubytovna migrantù";1;"A150824_095754_zahranicni_ert"
"2196";"2015-08-24";"Demonstrace";"10:04";"Nìmecké Heidenau hlásí další vıtrnosti. Shoøela i ubytovna migrantù";0;"A150824_095754_zahranicni_ert"
"2197";"2015-08-24";"Demonstrace";"10:04";"Nìmecké Heidenau hlásí další vıtrnosti. Shoøela i ubytovna migrantù";0;"A150824_095754_zahranicni_ert"
"2200";"2015-08-26";"Pøíliv uprchlíkù do Evropy";"14:36";"Vlastizrádkynì, slyšela Merkelová v Heidenau. Odpùrce migrantù sepsula";1;"A150826_142808_zahranicni_mlb"
"2201";"2015-08-26";"Angela Merkelová";"14:36";"Vlastizrádkynì, slyšela Merkelová v Heidenau. Odpùrce migrantù sepsula";0;"A150826_142808_zahranicni_mlb"
"2202";"2015-08-26";"Demonstrace";"14:36";"Vlastizrádkynì, slyšela Merkelová v Heidenau. Odpùrce migrantù sepsula";0;"A150826_142808_zahranicni_mlb"
"2203";"2015-08-26";"Evropa";"14:36";"Vlastizrádkynì, slyšela Merkelová v Heidenau. Odpùrce migrantù sepsula";0;"A150826_142808_zahranicni_mlb"
"2271";"2015-08-27";"Pøíliv uprchlíkù do Evropy";"08:48";"Hranice pøed migranty neuzavøeme, jsou to zoufalí lidé, zní ze Srbska";1;"A150827_083548_zahranicni_ert"
"2272";"2015-08-27";"Evropa";"08:48";"Hranice pøed migranty neuzavøeme, jsou to zoufalí lidé, zní ze Srbska";0;"A150827_083548_zahranicni_ert"
"2273";"2015-08-27";"Evropská unie";"08:48";"Hranice pøed migranty neuzavøeme, jsou to zoufalí lidé, zní ze Srbska";0;"A150827_083548_zahranicni_ert"
"2274";"2015-08-27";"Pøíliv uprchlíkù do Evropy";"10:43";"Neklidná noc na èeské hranici. Jak Nìmci loví pašeráky uprchlíkù";1;"A150827_104229_zahranicni_aha"
"2357";"2015-08-26";"Pøíliv uprchlíkù do Evropy";"10:17";"Bìenci støíhají díry v maïarském plotu, vláda zvauje nasazení armády";1;"A150826_101649_zahranicni_aha"
"2358";"2015-08-26";"Evropa";"10:17";"Bìenci støíhají díry v maïarském plotu, vláda zvauje nasazení armády";0;"A150826_101649_zahranicni_aha"
"2370";"2015-08-26";"Pøíliv uprchlíkù do Evropy";"13:04";"ebraví Romové pokoušejí švédskou toleranci, ijí v lesních chatrèích";1;"A150826_114556_zahranicni_ert"
"2446";"2015-08-25";"Pøíliv uprchlíkù do Evropy";"16:00";"Tøi lodièky nestaèí, øekl Zeman. Chce ochranu hranic i spoleènou armádu";1;"A150825_145624_domaci_kop"
"2447";"2015-08-25";"Domácí politika";"16:00";"Tøi lodièky nestaèí, øekl Zeman. Chce ochranu hranic i spoleènou armádu";0;"A150825_145624_domaci_kop"
"2448";"2015-08-25";"Evropská unie";"16:00";"Tøi lodièky nestaèí, øekl Zeman. Chce ochranu hranic i spoleènou armádu";0;"A150825_145624_domaci_kop"
"2449";"2015-08-25";"Miloš Zeman";"16:00";"Tøi lodièky nestaèí, øekl Zeman. Chce ochranu hranic i spoleènou armádu";0;"A150825_145624_domaci_kop"
"2450";"2015-08-25";"Pøíliv uprchlíkù do Evropy";"11:49";"Maïaøi hlásí rekordní poèty uprchlíkù, Bulhaøi vyslali transportéry";1;"A150825_114901_zahranicni_aha"
"2451";"2015-08-25";"Evropa";"11:49";"Maïaøi hlásí rekordní poèty uprchlíkù, Bulhaøi vyslali transportéry";0;"A150825_114901_zahranicni_aha"
"2491";"2015-08-25";"Pøíliv uprchlíkù do Evropy";"07:56";"Nìmci nebudou vracet uprchlíky ze Sırie, o jejich azylu rozhodnou sami";1;"A150825_072259_zahranicni_san"
"2492";"2015-08-25";"Demonstrace";"07:56";"Nìmci nebudou vracet uprchlíky ze Sırie, o jejich azylu rozhodnou sami";0;"A150825_072259_zahranicni_san"
"2493";"2015-08-25";"Demonstrace";"07:56";"Nìmci nebudou vracet uprchlíky ze Sırie, o jejich azylu rozhodnou sami";0;"A150825_072259_zahranicni_san"
"2494";"2015-08-25";"Krimi / Èerná kronika ";"07:56";"Nìmci nebudou vracet uprchlíky ze Sırie, o jejich azylu rozhodnou sami";0;"A150825_072259_zahranicni_san"
"2512";"2015-08-25";"Pøíliv uprchlíkù do Evropy";"19:56";"Z otroèiny Eritrejcù tìí západní firmy, nevolníky jim dodává reim";1;"A150825_124214_zahranicni_ert"
"2513";"2015-08-25";"Zisk";"19:56";"Z otroèiny Eritrejcù tìí západní firmy, nevolníky jim dodává reim";0;"A150825_124214_zahranicni_ert"
"2554";"2015-08-24";"Pøíliv uprchlíkù do Evropy";"19:00";"Univerzita Karlova nabízí bìencùm studium zdarma a bydlení na kolejích";1;"A150824_174003_domaci_pku"
"2555";"2015-08-24";"Masarykova univerzita";"19:00";"Univerzita Karlova nabízí bìencùm studium zdarma a bydlení na kolejích";0;"A150824_174003_domaci_pku"
"2556";"2015-08-24";"Tomáš Zima";"19:00";"Univerzita Karlova nabízí bìencùm studium zdarma a bydlení na kolejích";0;"A150824_174003_domaci_pku"
"2557";"2015-08-24";"Univerzita Karlova";"19:00";"Univerzita Karlova nabízí bìencùm studium zdarma a bydlení na kolejích";0;"A150824_174003_domaci_pku"
"2561";"2015-08-24";"Pøíliv uprchlíkù do Evropy";"19:37";"Z „Bela Dezova“ na Západ. Propuštìní uprchlíci v Èesku zùstat nechtìjí";1;"A150824_124249_domaci_pku"
"2562";"2015-08-24";"Bezdìz";"19:37";"Z „Bela Dezova“ na Západ. Propuštìní uprchlíci v Èesku zùstat nechtìjí";0;"A150824_124249_domaci_pku"
"2563";"2015-08-24";"Domácí politika";"19:37";"Z „Bela Dezova“ na Západ. Propuštìní uprchlíci v Èesku zùstat nechtìjí";0;"A150824_124249_domaci_pku"
"2564";"2015-08-24";"Krimi / Èerná kronika ";"19:37";"Z „Bela Dezova“ na Západ. Propuštìní uprchlíci v Èesku zùstat nechtìjí";0;"A150824_124249_domaci_pku"
"2569";"2015-08-24";"Pøíliv uprchlíkù do Evropy";"21:44";"Merkelová a Hollande chystají návod, jak poznat skuteèného uprchlíka";1;"A150824_212310_zahranicni_fer"
"2570";"2015-08-24";"Angela Merkelová";"21:44";"Merkelová a Hollande chystají návod, jak poznat skuteèného uprchlíka";0;"A150824_212310_zahranicni_fer"
"2571";"2015-08-24";"Evropská unie";"21:44";"Merkelová a Hollande chystají návod, jak poznat skuteèného uprchlíka";0;"A150824_212310_zahranicni_fer"
"2572";"2015-08-24";"François Hollande";"21:44";"Merkelová a Hollande chystají návod, jak poznat skuteèného uprchlíka";0;"A150824_212310_zahranicni_fer"
"2609";"2015-08-25";"Pøíliv uprchlíkù do Evropy";"09:47";"Rakouskı kancléø kritizuje Èesko kvùli bìencùm. Bez kvót to nejde, míní";1;"A150825_094343_zahranicni_ert"
"2610";"2015-08-25";"Evropa";"09:47";"Rakouskı kancléø kritizuje Èesko kvùli bìencùm. Bez kvót to nejde, míní";0;"A150825_094343_zahranicni_ert"
"2611";"2015-08-25";"Evropská unie";"09:47";"Rakouskı kancléø kritizuje Èesko kvùli bìencùm. Bez kvót to nejde, míní";0;"A150825_094343_zahranicni_ert"
"2612";"2015-08-25";"Krimi / Èerná kronika ";"09:47";"Rakouskı kancléø kritizuje Èesko kvùli bìencùm. Bez kvót to nejde, míní";0;"A150825_094343_zahranicni_ert"
"2700";"2015-08-24";"Pøíliv uprchlíkù do Evropy";"11:02";"Policie o víkendu odhalila 235 bìencù. Skupiny jsou vìtší, víc je i en";1;"A150824_105420_domaci_san"
"2701";"2015-08-24";"Bohuslav Sobotka";"11:02";"Policie o víkendu odhalila 235 bìencù. Skupiny jsou vìtší, víc je i en";0;"A150824_105420_domaci_san"
"2702";"2015-08-24";"Evropská unie";"11:02";"Policie o víkendu odhalila 235 bìencù. Skupiny jsou vìtší, víc je i en";0;"A150824_105420_domaci_san"
"2753";"2015-08-22";"Pøíliv uprchlíkù do Evropy";"15:36";"Makedonská policie migranty neudrela, tisíce jich prolomily hranici";1;"A150822_152758_zahranicni_mlb"
"2754";"2015-08-22";"Evropa";"15:36";"Makedonská policie migranty neudrela, tisíce jich prolomily hranici";0;"A150822_152758_zahranicni_mlb"
"2755";"2015-08-22";"Krimi / Èerná kronika ";"15:36";"Makedonská policie migranty neudrela, tisíce jich prolomily hranici";0;"A150822_152758_zahranicni_mlb"
"2756";"2015-08-22";"Svìt";"15:36";"Makedonská policie migranty neudrela, tisíce jich prolomily hranici";0;"A150822_152758_zahranicni_mlb"
"2821";"2015-08-23";"Pøíliv uprchlíkù do Evropy";"14:14";"Jste neúnosnì pomalí, vyèítá Berlín kvùli migrantùm Evropské unii";1;"A150823_140438_zahranicni_mlb"
"2822";"2015-08-23";"Evropská unie";"14:14";"Jste neúnosnì pomalí, vyèítá Berlín kvùli migrantùm Evropské unii";0;"A150823_140438_zahranicni_mlb"
"2823";"2015-08-23";"Svìt";"14:14";"Jste neúnosnì pomalí, vyèítá Berlín kvùli migrantùm Evropské unii";0;"A150823_140438_zahranicni_mlb"
"2837";"2015-08-23";"Pøíliv uprchlíkù do Evropy";"21:36";"Šéfové diplomacie ÈR a Francie: Migraci je tøeba øešit spoleènì";1;"A150823_213549_domaci_jkk"
"2838";"2015-08-23";"Lubomír Zaorálek";"21:36";"Šéfové diplomacie ÈR a Francie: Migraci je tøeba øešit spoleènì";0;"A150823_213549_domaci_jkk"
"2839";"2015-08-23";"Terorismus";"21:36";"Šéfové diplomacie ÈR a Francie: Migraci je tøeba øešit spoleènì";0;"A150823_213549_domaci_jkk"
"3037";"2015-08-21";"Pøíliv uprchlíkù do Evropy";"18:21";"Bulharsko pošle proti migrantùm i armádu, zpøísní kontrolu hranic";1;"A150821_181722_zahranicni_ert"
"3038";"2015-08-21";"Evropa";"18:21";"Bulharsko pošle proti migrantùm i armádu, zpøísní kontrolu hranic";0;"A150821_181722_zahranicni_ert"
"3039";"2015-08-21";"Krimi / Èerná kronika ";"18:21";"Bulharsko pošle proti migrantùm i armádu, zpøísní kontrolu hranic";0;"A150821_181722_zahranicni_ert"
"3069";"2015-08-22";"Pøíliv uprchlíkù do Evropy";"03:04";"Kvùli azylantùm nezvládneme jiné kauzy, bojí se soudci a ádají posily";1;"A150821_214255_domaci_san"
